rank,finalWorth,personName,age,country,source,industries,countryOfCitizenship,organization,selfMade,gender,title,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age with Median,Age with Median (bins),Age Numerical,Age Numerical (bins),Age Bins
2133,1300,P.V. Ramprasad Reddy,65,India,Pharmaceuticals,Healthcare,India,Unknown,TRUE,MALE,,1958,3,30,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,65,65,65,65,More than 21
2133,1300,Satish Reddy,55,India,Pharmaceuticals,Healthcare,India,Unknown,FALSE,MALE,,1967,6,9,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,55,55,55,55,More than 21
2259,1200,Sanjay Agarwal,52,India,Banking,Finance & Investments,India,Unknown,TRUE,MALE,,1970,9,8,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,52,50,52,50,More than 21
2259,1200,Ashwin Desai,71,India,Specialty chemicals,Manufacturing,India,Unknown,TRUE,MALE,,1951,9,18,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,71,70,71,70,More than 21
2259,1200,Balkrishan Goenka,56,India,Textiles,Manufacturing,India,Unknown,TRUE,MALE,,1966,8,15,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,56,55,56,55,More than 21
2259,1200,Suresh Krishna,86,India,Auto parts,Automotive,India,Unknown,FALSE,MALE,,1936,12,24,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,86,85,86,85,More than 21
2259,1200,Keshub Mahindra,99,India,Diversified,Diversified,India,Unknown,FALSE,MALE,,1923,10,9,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,99,95,99,95,More than 21
2259,1200,Atul Ruia,52,India,Real estate,Real Estate,India,Unknown,FALSE,MALE,,1971,2,26,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,52,50,52,50,More than 21
2259,1200,Abhay Soi,49,India,Healthcare,Healthcare,India,Unknown,TRUE,MALE,,1973,8,19,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,49,45,49,45,More than 21
2405,1100,Hari Krishan Agarwal,66,India,Sports shoes,Fashion & Retail,India,Unknown,TRUE,MALE,,1956,4,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,66,65,66,65,More than 21
2405,1100,Pradip Burman,80,India,Consumer goods,Food & Beverage,India,Unknown,FALSE,MALE,,1942,11,2,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,80,80,80,80,More than 21
2405,1100,Rahul Gautam,70,India,Mattresses,Fashion & Retail,India,Unknown,FALSE,MALE,,1952,11,18,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,70,70,70,70,More than 21
2405,1100,Nikhil Kamath,36,India,Financial services,Finance & Investments,India,Unknown,TRUE,MALE,,1986,9,5,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,36,35,36,35,More than 21
2405,1100,Arvind Lal,73,India,Medical diagnostics,Healthcare,India,Unknown,FALSE,MALE,,1949,8,22,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,73,70,73,70,More than 21
2405,1100,Pawan Munjal,68,India,Two wheelers,Automotive,India,Unknown,FALSE,MALE,,1954,10,28,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,68,65,68,65,More than 21
2405,1100,Suman Munjal,70,India,Motorcycles,Automotive,India,Unknown,FALSE,MALE,,1953,2,26,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,70,70,70,70,More than 21
2405,1100,G.V. Prasad,62,India,Pharmaceuticals,Healthcare,India,Unknown,FALSE,MALE,,1960,11,22,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,62,60,62,60,More than 21
2405,1100,Rajesh Sharma,53,India,Finance,Finance & Investments,India,Unknown,FALSE,MALE,,1970,2,25,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,53,50,53,50,More than 21
2540,1000,Manohar Lal Agarwal,68,India,Snacks,Food & Beverage,India,Unknown,FALSE,MALE,,1954,10,30,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,68,65,68,65,More than 21
2540,1000,Kochouseph Chittilappilly,72,India,Electrical appliances,Manufacturing,India,Unknown,TRUE,MALE,,1950,12,27,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,72,70,72,70,More than 21
2540,1000,Inder Jaisinghani,70,India,Cables & wires,Manufacturing,India,Unknown,TRUE,MALE,,1953,3,29,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,70,70,70,70,More than 21
40,32100,Len Blavatnik,65,United Kingdom,"Music, chemicals",Diversified,United States,Unknown,TRUE,MALE,,1957,6,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,65,65,65,65,More than 21
80,20500,Vagit Alekperov,72,Russia,Oil,Energy,Russia,Unknown,TRUE,MALE,,1950,9,1,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,72,70,72,70,More than 21
112,15600,Dilip Shanghvi,67,India,Pharmaceuticals,Healthcare,India,Unknown,TRUE,MALE,,1955,10,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,67,65,67,65,More than 21
128,13900,Lui Che Woo,94,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,Unknown,TRUE,MALE,,1929,4,1,,,,,,,,,,,,94,90,94,90,More than 21
157,11100,Johann Rupert & family,72,South Africa,Luxury goods,Fashion & Retail,South Africa,Unknown,FALSE,MALE,,1950,6,1,158.93,4.1,3.51432E+11,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,72,70,72,70,More than 21
202,9500,Vincent Bollor?? & family,71,France,Investments,Finance & Investments,France,Unknown,FALSE,MALE,,1952,4,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,71,70,71,70,More than 21
261,8000,Eric Wittouck,76,Monaco,Investments,Finance & Investments,Belgium,Unknown,FALSE,MALE,,1946,10,1,,,7184844193,,,,,,38964,43.7384176,7.4246158,76,75,76,75,More than 21
276,7800,Lin Shu-hong,94,Taiwan,Petrochemicals,Manufacturing,Taiwan,Unknown,TRUE,MALE,,1928,8,1,,,,,,,,,,,,94,90,94,90,More than 21
299,7500,Zhang Yong,52,Singapore,Restaurants,Food & Beverage,Singapore,Unknown,TRUE,MALE,,1970,7,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,52,50,52,50,More than 21
312,7300,Benu Gopal Bangur,91,India,Cement,Manufacturing,India,Unknown,FALSE,MALE,,1931,6,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,91,90,91,90,More than 21
390,6500,David Reuben,84,United Kingdom,"Investments, real estate",Real Estate,United Kingdom,Unknown,TRUE,MALE,,1938,9,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,84,80,84,80,More than 21
390,6500,Simon Reuben,81,Monaco,"Real estate, investments",Diversified,United Kingdom,Unknown,TRUE,MALE,,1941,5,1,,,7184844193,,,,,,38964,43.7384176,7.4246158,81,80,81,80,More than 21
437,5900,Jaran Chiaravanont,93,Thailand,Diversified,Diversified,Thailand,Unknown,FALSE,MALE,,1930,4,1,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,93,90,93,90,More than 21
455,5600,Teddy Sagi,51,Israel,Gambling software,Gambling & Casinos,Israel,Unknown,TRUE,MALE,,1971,11,1,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,51,50,51,50,More than 21
466,5500,Jean Salata,57,Hong Kong,Finance,Finance & Investments,Chile,Unknown,TRUE,MALE,,1965,12,1,,,,,,,,,,,,57,55,57,55,More than 21
466,5500,Richard White,68,Australia,Software,Technology,Australia,Unknown,TRUE,MALE,,1955,4,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,68,65,68,65,More than 21
511,5200,Ananda Krishnan,85,Malaysia,"Telecoms, media, oil-services",Telecom,Malaysia,Unknown,TRUE,MALE,,1938,4,1,121.46,0.7,3.64702E+11,45.1,105.3,76,12,38.7,32447385,4.210484,101.975766,85,85,85,85,More than 21
552,4900,Lim Hariyanto Wijaya Sarwono,94,Indonesia,"Palm oil, nickel mining",Metals & Mining,Indonesia,Unknown,TRUE,MALE,,1928,11,1,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,94,90,94,90,More than 21
580,4700,Jason Chang,78,Taiwan,Electronics,Technology,Singapore,Unknown,TRUE,MALE,,1944,5,1,,,,,,,,,,,,78,75,78,75,More than 21
611,4500,Juan Domingo Beckmann Legorreta & family,55,Mexico,Tequila,Food & Beverage,Mexico,Unknown,FALSE,MALE,,1967,7,1,141.54,3.6,1.25829E+12,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,55,55,55,55,More than 21
611,4500,Hussain Sajwani,70,United Arab Emirates,Real estate,Real Estate,United Arab Emirates,Unknown,TRUE,MALE,,1953,3,1,114.52,-1.9,4.21142E+11,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,70,70,70,70,More than 21
624,4400,Mangal Prabhat Lodha,67,India,Real estate,Real Estate,India,Unknown,TRUE,MALE,,1955,12,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,67,65,67,65,More than 21
679,4100,Peter Spuhler,63,Switzerland,Train cars,Manufacturing,Switzerland,Unknown,TRUE,MALE,,1959,9,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,63,60,63,60,More than 21
699,4000,Rufino Vigil Gonzalez,74,Mexico,Steel,Metals & Mining,Mexico,Unknown,TRUE,MALE,,1948,6,1,141.54,3.6,1.25829E+12,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,74,70,74,70,More than 21
721,3900,Tsai Hong-tu,70,Taiwan,Finance,Finance & Investments,Taiwan,Unknown,FALSE,MALE,,1952,8,1,,,,,,,,,,,,70,70,70,70,More than 21
748,3800,Chandru Raheja,82,India,Real estate,Real Estate,India,Unknown,FALSE,MALE,,1940,10,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,82,80,82,80,More than 21
748,3800,Tsai Cheng-ta,73,Taiwan,Finance,Finance & Investments,Taiwan,Unknown,FALSE,MALE,,1950,4,1,,,,,,,,,,,,73,70,73,70,More than 21
852,3400,Somphote Ahunai,55,Thailand,Renewable energy,Energy,Thailand,Unknown,TRUE,MALE,,1967,6,1,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,55,55,55,55,More than 21
878,3300,Walter Faria,68,Brazil,Beer,Food & Beverage,Brazil,Unknown,TRUE,MALE,,1955,4,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,68,65,68,65,More than 21
905,3200,Klaus-Peter Schulenberg,71,Germany,Ticketing service,Service,Germany,Unknown,TRUE,MALE,,1951,7,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,71,70,71,70,More than 21
949,3100,Martin Ebner,77,Switzerland,Investments,Finance & Investments,Switzerland,Unknown,TRUE,MALE,,1945,8,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,77,75,77,75,More than 21
949,3100,Or Wai Sheun,71,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,TRUE,MALE,,1951,6,1,,,,,,,,,,,,71,70,71,70,More than 21
982,3000,Gang Ye,42,Singapore,Gaming,Media & Entertainment,Singapore,Unknown,TRUE,MALE,,1980,6,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,42,40,42,40,More than 21
982,3000,Lei Zhang,50,Hong Kong,Investments,Finance & Investments,China,Unknown,TRUE,MALE,,1972,12,1,,,,,,,,,,,,50,50,50,50,More than 21
1027,2900,John Caudwell,70,United Kingdom,Mobile phones,Telecom,United Kingdom,Unknown,TRUE,MALE,,1952,10,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,70,70,70,70,More than 21
1027,2900,Martin Lorentzon,54,Sweden,Spotify,Technology,Sweden,Unknown,TRUE,MALE,,1969,4,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,54,50,54,50,More than 21
1067,2800,Chen Lip Keong,75,Cambodia,"Casinos, property, energy",Gambling & Casinos,Malaysia,Unknown,TRUE,MALE,,1947,7,1,127.63,2.5,27089389787,13.7,107.4,69.6,17.1,23.1,16486542,12.565679,104.990963,75,75,75,75,More than 21
1067,2800,Tseng Cheng,61,Taiwan,Petrochemicals,Manufacturing,Taiwan,Unknown,FALSE,MALE,,1961,12,1,,,,,,,,,,,,61,60,61,60,More than 21
1104,2700,Henri Beaufour,57,United Kingdom,Pharmaceuticals,Healthcare,France,Unknown,FALSE,MALE,,1965,6,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,57,55,57,55,More than 21
1104,2700,Geoffrey Kwok,37,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1985,5,1,,,,,,,,,,,,37,35,37,35,More than 21
1104,2700,Jonathan Kwok,31,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1992,3,1,,,,,,,,,,,,31,30,31,30,More than 21
1164,2600,Eric Douglas,54,Sweden,Investments,Diversified,Sweden,Unknown,FALSE,MALE,,1968,5,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,54,50,54,50,More than 21
1164,2600,Adam Kwok,40,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1983,4,1,,,,,,,,,,,,40,40,40,40,More than 21
1164,2600,Louis Le Duff,76,France,Bakeries,Food & Beverage,France,Unknown,TRUE,MALE,,1946,8,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,76,75,76,75,More than 21
1164,2600,Peter Lim,69,Singapore,Investments,Finance & Investments,Singapore,Unknown,TRUE,MALE,,1953,6,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,69,65,69,65,More than 21
1164,2600,Jurgen Wirtgen,57,,Construction Vehicles,Construction & Engineering,Germany,Unknown,FALSE,MALE,,1965,7,1,,,,,,,,,,,,57,55,57,55,More than 21
1164,2600,Stefan Wirtgen,52,,Construction Vehicles,Construction & Engineering,Germany,Unknown,FALSE,MALE,,1970,7,1,,,,,,,,,,,,52,50,52,50,More than 21
1217,2500,Alceu Elias Feldmann & family,73,Brazil,Fertilizer,Energy,Brazil,Unknown,TRUE,MALE,,1949,7,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,73,70,73,70,More than 21
1217,2500,Lin Chen-hai,76,Taiwan,Real estate,Real Estate,Taiwan,Unknown,TRUE,MALE,,1947,3,1,,,,,,,,,,,,76,75,76,75,More than 21
1217,2500,Andrew Tan,71,Philippines,Diversified,Diversified,Philippines,Unknown,TRUE,MALE,,1952,2,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,71,70,71,70,More than 21
1272,2400,Alfred Gantner,55,Switzerland,Private equity,Finance & Investments,Switzerland,Unknown,TRUE,MALE,,1968,4,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,55,55,55,55,More than 21
1272,2400,Rajan Raheja & family,68,India,Diversified,Diversified,India,Unknown,FALSE,MALE,,1954,6,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,68,65,68,65,More than 21
1272,2400,Herbert Sy,66,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,MALE,,1956,10,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,66,65,66,65,More than 21
1312,2300,Alberto Siccardi & family,78,Switzerland,medical devices,Healthcare,Switzerland,Unknown,FALSE,MALE,,1944,5,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,78,75,78,75,More than 21
1312,2300,Tang Yiu,89,Hong Kong,Fashion retail,Fashion & Retail,Hong Kong,Unknown,TRUE,MALE,,1934,4,1,,,,,,,,,,,,89,85,89,85,More than 21
1368,2200,Dermot Desmond,72,Ireland,Finance,Finance & Investments,Ireland,Unknown,TRUE,MALE,,1950,7,1,,,,,,,,,,,,72,70,72,70,More than 21
1368,2200,Liang Xinjun,54,Singapore,Conglomerate,Diversified,Singapore,Unknown,TRUE,MALE,,1968,10,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,54,50,54,50,More than 21
1368,2200,Harley Sy,63,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,MALE,,1959,6,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,63,60,63,60,More than 21
1368,2200,Yeung Kin-man,59,Hong Kong,Electronics,Manufacturing,Hong Kong,Unknown,TRUE,MALE,,1964,4,1,,,,,,,,,,,,59,55,59,55,More than 21
1434,2100,Anand Mahindra,67,India,Diversified,Diversified,India,Unknown,FALSE,MALE,,1955,5,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,67,65,67,65,More than 21
1434,2100,Michael Ying,73,Hong Kong,Retail,Fashion & Retail,Hong Kong,Unknown,TRUE,MALE,,1949,12,1,,,,,,,,,,,,73,70,73,70,More than 21
1516,2000,Huang Dawen,62,Hong Kong,Silicon,Manufacturing,Hong Kong,Unknown,TRUE,MALE,,1960,11,1,,,,,,,,,,,,62,60,62,60,More than 21
1516,2000,Martin Lau,50,Hong Kong,E-commerce,Technology,Hong Kong,Unknown,TRUE,MALE,,1973,4,1,,,,,,,,,,,,50,50,50,50,More than 21
1516,2000,Larry Tanenbaum,77,Canada,Sports,Sports,Canada,Unknown,TRUE,MALE,,1945,7,1,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,77,75,77,75,More than 21
1575,1900,Julio Bozano,87,Brazil,Banking,Finance & Investments,Brazil,Unknown,TRUE,MALE,,1936,2,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,87,85,87,85,More than 21
1575,1900,Hui Wing Mau,72,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,TRUE,MALE,,1950,7,1,,,,,,,,,,,,72,70,72,70,More than 21
1575,1900,Simon Nixon,55,United Kingdom,Price comparison website,Technology,United Kingdom,Unknown,TRUE,MALE,,1967,8,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,55,55,55,55,More than 21
1575,1900,Kentaro Ogawa,74,Japan,Restaurants,Food & Beverage,Japan,Unknown,TRUE,MALE,,1948,7,1,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,74,70,74,70,More than 21
1575,1900,Shi Wen-long,95,Taiwan,Plastics,Manufacturing,Taiwan,Unknown,TRUE,MALE,,1928,2,1,,,,,,,,,,,,95,95,95,95,More than 21
1647,1800,Alejandro Bulgheroni,78,Uruguay,Oil & gas,Energy,Argentina,Unknown,FALSE,MALE,,1944,11,1,202.92,7.9,56045912952,63.1,108.5,77.8,20.1,41.8,3461734,-32.522779,-55.765835,78,75,78,75,More than 21
1647,1800,R.G. Chandramogan,74,India,Dairy,Food & Beverage,India,Unknown,TRUE,MALE,,1949,3,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,74,70,74,70,More than 21
1647,1800,S.D. Shibulal,68,India,software services,Technology,India,Unknown,TRUE,MALE,,1955,3,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,68,65,68,65,More than 21
1647,1800,Pieter van der Does,53,Netherlands,Payments software,Technology,Netherlands,Unknown,TRUE,MALE,,1969,5,1,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,53,50,53,50,More than 21
1725,1700,Kim Chang-soo,62,South Korea,Apparel,Fashion & Retail,South Korea,Unknown,TRUE,MALE,,1961,4,1,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,62,60,62,60,More than 21
1725,1700,Christopher Kwok,37,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1986,4,1,,,,,,,,,,,,37,35,37,35,More than 21
1725,1700,Edward Kwok,42,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1981,4,1,,,,,,,,,,,,42,40,42,40,More than 21
1804,1600,Richard Fortin,74,Canada,Convinience stores,Fashion & Retail,Canada,Unknown,TRUE,MALE,,1948,9,1,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,74,70,74,70,More than 21
1804,1600,Vincent Lo,75,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,FALSE,MALE,,1948,4,1,,,,,,,,,,,,75,75,75,75,More than 21
1804,1600,Terence (Terry) Matthews,80,Canada,Telecom,Telecom,Canada,Unknown,TRUE,MALE,,1943,4,1,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,80,80,80,80,More than 21
1804,1600,Francisco Jose Riberas Mera,58,Spain,"Steel, autoparts",Manufacturing,Spain,Unknown,FALSE,MALE,,1964,6,1,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,58,55,58,55,More than 21
1804,1600,Juan Maria Riberas Mera,54,Spain,"Steel, investments",Metals & Mining,Spain,Unknown,FALSE,MALE,,1968,10,1,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,54,50,54,50,More than 21
1905,1500,Ahmet Calik,65,Turkey,"Energy, banking, construction",Diversified,Turkey,Unknown,TRUE,MALE,,1958,3,1,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,65,65,65,65,More than 21
1905,1500,Ron Sim,64,Singapore,Retail,Fashion & Retail,Singapore,Unknown,TRUE,MALE,,1958,12,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,64,60,64,60,More than 21
1905,1500,Tran Ba Duong & family,63,Vietnam,Automotive,Automotive,Vietnam,Unknown,TRUE,MALE,,1960,4,1,163.52,2.8,2.61921E+11,28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,63,60,63,60,More than 21
2020,1400,Amit Burman,53,India,Consumer goods,Food & Beverage,India,Unknown,FALSE,MALE,,1969,7,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,53,50,53,50,More than 21
2020,1400,Sasson Dayan & family,83,Brazil,Banking,Finance & Investments,Brazil,Unknown,TRUE,MALE,,1940,4,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,83,80,83,80,More than 21
2020,1400,Lance Gokongwei,55,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,MALE,,1967,12,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,55,55,55,55,More than 21
2020,1400,Koh Wee Meng,59,Singapore,"Real estate, hotels",Real Estate,Singapore,Unknown,TRUE,MALE,,1963,7,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,59,55,59,55,More than 21
2133,1300,Othman Benjelloun & family,90,Morocco,"Banking, insurance",Finance & Investments,Morocco,Unknown,FALSE,MALE,,1932,11,1,111.07,0.2,1.18725E+11,35.9,113.9,76.5,21.9,45.8,36910560,31.791702,-7.09262,90,90,90,90,More than 21
2133,1300,Chin Jong Hwa,64,Taiwan,Auto parts,Automotive,Taiwan,Unknown,TRUE,MALE,,1958,6,1,,,,,,,,,,,,64,60,64,60,More than 21
2133,1300,Anand Deshpande,60,India,Technology,Technology,India,Unknown,TRUE,MALE,,1962,5,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,60,60,60,60,More than 21
2133,1300,Laurent Junique,57,Singapore,Call centers,Technology,France,Unknown,TRUE,MALE,,1965,12,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,57,55,57,55,More than 21
2133,1300,Martin Moller Nielsen,58,Switzerland,Aircraft leasing,Logistics,Denmark,Unknown,TRUE,MALE,,1964,8,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,58,55,58,55,More than 21
2133,1300,G. M. Rao,72,India,Infrastructure,Logistics,India,Unknown,TRUE,MALE,,1950,7,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,72,70,72,70,More than 21
2259,1200,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Investments,Finance & Investments,Qatar,Unknown,FALSE,MALE,,1959,10,1,115.38,-0.7,1.83466E+11,17.9,103.8,80.1,14.7,11.3,2832067,25.354826,51.183884,63,60,63,60,More than 21
2259,1200,Michael Heine,73,Australia,Financial services,Finance & Investments,Australia,Unknown,TRUE,MALE,,1949,11,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,73,70,73,70,More than 21
2259,1200,Lee Su-jin,45,South Korea,Hospitality,Technology,South Korea,Unknown,TRUE,MALE,,1978,2,1,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,45,45,45,45,More than 21
2259,1200,Markus Persson,43,Sweden,Computer games,Media & Entertainment,Sweden,Unknown,TRUE,MALE,,1979,6,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,43,40,43,40,More than 21
2259,1200,Luc Tack,61,Belgium,"Textile, chemicals",Manufacturing,Belgium,Unknown,TRUE,MALE,,1961,9,1,117.11,1.4,5.29607E+11,79.7,103.9,81.6,24,55.4,11484055,50.503887,4.469936,61,60,61,60,More than 21
2259,1200,Wu Chung-yi,67,Taiwan,Manufacturing,Manufacturing,Taiwan,Unknown,FALSE,MALE,,1955,7,1,,,,,,,,,,,,67,65,67,65,More than 21
